sample,timestamp_ms,variant,tap,edges,freq_khz,temp_c
692,0,loopback,32,31,7926.7,42.0
693,0,loopback,32,31,7867.6,42.0
694,0,loopback,32,31,7904.5,42.0
695,0,loopback,32,31,8063.4,42.0
696,0,loopback,32,31,8047.8,42.0
697,0,loopback,32,31,8009.8,42.0
698,0,loopback,32,31,7892.2,42.0
699,0,loopback,32,32,8073.6,42.0
700,0,loopback,32,31,7882.4,42.0
701,0,loopback,32,32,8111.3,42.0
702,0,loopback,32,32,8274.3,42.0
703,0,loopback,32,31,8035.2,42.0
704,0,loopback,32,31,8056.0,42.0
705,0,loopback,32,31,7952.7,42.0
706,0,loopback,32,31,7826.2,42.0
707,0,loopback,32,31,7942.1,42.0
708,0,loopback,32,31,7895.1,42.0
709,0,loopback,32,31,7861.1,42.0
710,0,loopback,32,32,8165.3,42.0
711,0,loopback,32,31,8026.2,42.0
712,0,loopback,32,31,8036.5,42.0
713,0,loopback,32,31,7970.3,42.0
714,0,loopback,32,31,7983.4,42.0
715,0,loopback,32,32,8092.6,42.0
716,0,loopback,32,31,7996.9,42.0
717,0,loopback,32,31,8050.9,42.0
718,0,loopback,32,31,7981.2,42.0
719,0,loopback,32,31,7967.2,42.0
720,0,loopback,32,31,7864.9,42.0
721,0,loopback,32,31,7810.1,42.0
722,0,loopback,32,31,7974.9,42.0
723,0,loopback,32,31,8005.4,42.0
724,0,loopback,32,31,7876.5,42.0
725,0,loopback,32,31,7996.7,42.0
726,0,loopback,32,31,8005.2,42.0
727,0,loopback,32,30,7793.0,42.0
728,0,loopback,32,31,7912.1,42.0
729,0,loopback,32,31,8039.1,42.0
730,0,loopback,32,31,8037.2,42.0
731,0,loopback,32,31,7889.2,42.0
732,0,loopback,32,31,8015.2,42.0
733,0,loopback,32,32,8098.2,42.0
734,0,loopback,32,32,8074.6,42.0
735,0,loopback,32,31,7990.9,42.0
736,0,loopback,32,31,7955.1,42.0
737,0,loopback,32,31,7939.6,42.0
738,0,loopback,32,31,8044.9,42.0
739,0,loopback,32,31,8018.7,42.0
740,0,loopback,32,31,8060.4,42.0
741,0,loopback,32,31,8012.7,42.0
742,0,loopback,32,32,8078.6,42.0
743,0,loopback,32,31,8009.1,42.0
744,0,loopback,32,32,8075.3,42.0
745,0,loopback,32,32,8083.6,42.0
746,0,loopback,32,31,7922.8,42.0
747,0,loopback,32,31,7826.4,42.0
748,0,loopback,32,32,8148.2,42.0
749,0,loopback,32,31,8024.6,42.0
750,0,loopback,32,31,7835.4,42.0
751,0,loopback,32,31,7931.5,42.0
752,0,loopback,32,32,8074.1,42.0
753,0,loopback,32,31,7973.2,42.0
754,0,loopback,32,31,7950.8,42.0
755,0,loopback,32,32,8134.5,42.0
756,0,loopback,32,31,7899.5,42.0
757,0,loopback,32,31,7923.4,42.0
758,0,loopback,32,31,8020.3,42.0
759,0,loopback,32,31,8037.5,42.0
760,0,loopback,32,31,8047.6,42.0
761,0,loopback,32,32,8087.5,42.0
762,0,loopback,32,31,8019.1,42.0
763,0,loopback,32,31,8047.0,42.0
764,0,loopback,32,31,7975.1,42.0
765,0,loopback,32,31,8006.0,42.0
766,0,loopback,32,31,8010.3,42.0
767,0,loopback,32,31,8020.6,42.0
768,0,loopback,32,32,8074.2,42.0
769,0,loopback,32,31,8053.3,42.0
770,0,loopback,32,31,8004.2,42.0
771,0,loopback,32,31,7922.3,42.0
772,0,loopback,32,31,8006.5,42.0
773,0,loopback,32,31,7997.3,42.0
774,0,loopback,32,31,8018.5,42.0
775,0,loopback,32,32,8211.8,42.0
776,0,loopback,32,31,7949.7,42.0
777,0,loopback,32,31,8040.5,42.0
778,0,loopback,32,32,8102.6,42.0
779,0,loopback,32,31,8009.4,42.0
780,0,loopback,32,32,8224.4,42.0
781,0,loopback,32,31,7963.7,42.0
782,0,loopback,32,31,8031.1,42.0
783,0,loopback,32,31,7923.3,42.0
784,0,loopback,32,31,7966.3,42.0
785,0,loopback,32,31,8023.9,42.0
786,0,loopback,32,32,8081.2,42.0
787,0,loopback,32,31,8030.6,42.0
788,0,loopback,32,32,8120.9,42.0
789,0,loopback,32,31,7990.9,42.0
790,0,loopback,32,31,7968.1,42.0
791,0,loopback,32,32,8259.6,42.0
792,0,loopback,32,31,8037.8,42.0
793,0,loopback,32,31,7930.9,42.0
794,0,loopback,32,31,7933.4,42.0
795,0,loopback,32,31,7909.5,42.0
796,0,loopback,32,32,8089.9,42.0
797,0,loopback,32,31,7965.0,42.0
798,0,loopback,32,31,8012.2,42.0
799,0,loopback,32,31,7993.9,42.0
