sample,timestamp_ms,variant,tap,edges,freq_khz,temp_c
696,696,carry,32,297,75990.1,42.0
697,697,carry,32,295,75412.1,42.0
698,698,carry,32,295,75418.3,42.0
699,699,carry,32,296,75893.3,42.0
700,700,carry,32,296,75775.2,42.0
701,701,carry,32,297,75923.9,42.0
702,702,carry,32,296,75700.7,42.0
703,703,carry,32,296,75841.9,42.0
704,704,carry,32,296,75805.5,42.0
705,705,carry,32,297,75993.3,42.0
706,706,carry,32,297,76002.1,42.0
707,707,carry,32,294,75266.7,42.0
708,708,carry,32,293,75076.6,42.0
709,709,carry,32,297,76061.1,42.0
710,710,carry,32,297,76117.5,42.0
711,711,carry,32,295,75448.3,42.0
712,712,carry,32,294,75194.0,42.0
713,713,carry,32,296,75787.6,42.0
714,714,carry,32,297,76039.6,42.0
715,715,carry,32,298,76302.3,42.0
716,716,carry,32,297,75914.0,42.0
717,717,carry,32,295,75644.9,42.0
718,718,carry,32,295,75486.9,42.0
719,719,carry,32,296,75761.0,42.0
720,720,carry,32,296,75666.9,42.0
721,721,carry,32,295,75450.0,42.0
722,722,carry,32,298,76378.4,42.0
723,723,carry,32,298,76298.5,42.0
724,724,carry,32,297,76101.8,42.0
725,725,carry,32,295,75478.5,42.0
726,726,carry,32,297,76016.7,42.0
727,727,carry,32,297,75951.4,42.0
728,728,carry,32,296,75891.7,42.0
729,729,carry,32,297,76136.3,42.0
730,730,carry,32,297,75950.1,42.0
731,731,carry,32,297,75981.8,42.0
732,732,carry,32,297,75950.6,42.0
733,733,carry,32,296,75860.8,42.0
734,734,carry,32,294,75217.1,42.0
735,735,carry,32,296,75782.9,42.0
736,736,carry,32,295,75589.0,42.0
737,737,carry,32,294,75369.7,42.0
738,738,carry,32,298,76267.2,42.0
739,739,carry,32,298,76281.5,42.0
740,740,carry,32,298,76169.5,42.0
741,741,carry,32,296,75834.9,42.0
742,742,carry,32,298,76166.9,42.0
743,743,carry,32,296,75761.2,42.0
744,744,carry,32,296,75819.0,42.0
745,745,carry,32,295,75426.2,42.0
746,746,carry,32,296,75877.9,42.0
747,747,carry,32,296,75775.9,42.0
748,748,carry,32,294,75362.8,42.0
749,749,carry,32,296,75742.1,42.0
750,750,carry,32,296,75733.4,42.0
751,751,carry,32,298,76302.3,42.0
752,752,carry,32,297,76028.5,42.0
753,753,carry,32,296,75761.0,42.0
754,754,carry,32,296,75833.0,42.0
755,755,carry,32,296,75771.0,42.0
756,756,carry,32,296,75696.1,42.0
757,757,carry,32,295,75429.6,42.0
758,758,carry,32,296,75711.8,42.0
759,759,carry,32,295,75531.5,42.0
760,760,carry,32,294,75378.7,42.0
761,761,carry,32,297,75912.5,42.0
762,762,carry,32,296,75876.1,42.0
763,763,carry,32,294,75216.1,42.0
764,764,carry,32,296,75720.4,42.0
765,765,carry,32,297,76059.3,42.0
766,766,carry,32,297,76078.6,42.0
767,767,carry,32,297,76068.4,42.0
768,768,carry,32,296,75769.4,42.0
769,769,carry,32,295,75501.5,42.0
770,770,carry,32,295,75429.2,42.0
771,771,carry,32,296,75862.0,42.0
772,772,carry,32,296,75872.5,42.0
773,773,carry,32,297,76147.7,42.0
774,774,carry,32,297,76090.9,42.0
775,775,carry,32,296,75717.5,42.0
776,776,carry,32,294,75380.5,42.0
777,777,carry,32,296,75660.9,42.0
778,778,carry,32,296,75823.4,42.0
779,779,carry,32,296,75696.3,42.0
780,780,carry,32,295,75582.5,42.0
781,781,carry,32,296,75834.2,42.0
782,782,carry,32,295,75604.9,42.0
783,783,carry,32,295,75567.3,42.0
784,784,carry,32,296,75852.0,42.0
785,785,carry,32,295,75635.8,42.0
786,786,carry,32,296,75831.5,42.0
787,787,carry,32,296,75840.4,42.0
788,788,carry,32,295,75412.3,42.0
789,789,carry,32,295,75611.7,42.0
790,790,carry,32,298,76193.3,42.0
791,791,carry,32,295,75405.4,42.0
792,792,carry,32,293,75116.2,42.0
793,793,carry,32,294,75193.4,42.0
794,794,carry,32,296,75766.4,42.0
795,795,carry,32,296,75766.9,42.0
796,796,carry,32,296,75721.9,42.0
797,797,carry,32,297,76125.5,42.0
798,798,carry,32,293,74947.6,42.0
799,799,carry,32,296,75877.6,42.0
800,800,carry,32,298,76230.7,42.0
801,801,carry,32,295,75415.8,42.0
802,802,carry,32,295,75642.5,42.0
803,803,carry,32,295,75529.4,42.0
804,804,carry,32,295,75486.6,42.0
805,805,carry,32,296,75658.7,42.0
806,806,carry,32,298,76190.1,42.0
807,807,carry,32,298,76314.4,42.0
808,808,carry,32,296,75655.8,42.0
809,809,carry,32,298,76334.9,42.0
810,810,carry,32,296,75768.4,42.0
811,811,carry,32,298,76289.0,42.0
812,812,carry,32,296,75729.3,42.0
813,813,carry,32,296,75797.3,42.0
814,814,carry,32,296,75868.3,42.0
815,815,carry,32,300,76720.9,42.0
816,816,carry,32,297,76015.5,42.0
817,817,carry,32,295,75543.3,42.0
818,818,carry,32,297,76051.2,42.0
819,819,carry,32,295,75647.9,42.0
820,820,carry,32,295,75609.2,42.0
821,821,carry,32,297,76032.9,42.0
822,822,carry,32,296,75767.0,42.0
823,823,carry,32,296,75842.0,42.0
824,824,carry,32,296,75761.8,42.0
825,825,carry,32,296,75859.6,42.0
826,826,carry,32,296,75886.4,42.0
827,827,carry,32,294,75170.6,42.0
828,828,carry,32,297,75959.6,42.0
829,829,carry,32,295,75460.0,42.0
830,830,carry,32,294,75320.5,42.0
831,831,carry,32,296,75739.9,42.0
832,832,carry,32,296,75783.0,42.0
833,833,carry,32,295,75547.4,42.0
834,834,carry,32,297,76009.4,42.0
835,835,carry,32,294,75350.9,42.0
836,836,carry,32,295,75634.3,42.0
837,837,carry,32,295,75580.3,42.0
838,838,carry,32,296,75743.5,42.0
839,839,carry,32,296,75842.1,42.0
840,840,carry,32,295,75452.2,42.0
841,841,carry,32,297,75977.1,42.0
842,842,carry,32,296,75776.7,42.0
843,843,carry,32,294,75184.3,42.0
844,844,carry,32,294,75164.1,42.0
845,845,carry,32,296,75753.8,42.0
846,846,carry,32,296,75690.6,42.0
847,847,carry,32,296,75726.2,42.0
848,848,carry,32,296,75749.1,42.0
849,849,carry,32,296,75825.9,42.0
850,850,carry,32,297,76044.7,42.0
851,851,carry,32,295,75420.9,42.0
852,852,carry,32,295,75402.4,42.0
853,853,carry,32,295,75426.3,42.0
854,854,carry,32,296,75845.1,42.0
855,855,carry,32,297,76134.8,42.0
856,856,carry,32,295,75626.9,42.0
857,857,carry,32,293,74999.5,42.0
858,858,carry,32,294,75241.2,42.0
859,859,carry,32,295,75505.1,42.0
860,860,carry,32,295,75588.6,42.0
861,861,carry,32,295,75633.8,42.0
862,862,carry,32,296,75769.3,42.0
863,863,carry,32,296,75663.1,42.0
864,864,carry,32,297,76075.6,42.0
865,865,carry,32,295,75552.7,42.0
866,866,carry,32,295,75496.3,42.0
867,867,carry,32,296,75902.7,42.0
868,868,carry,32,294,75292.2,42.0
869,869,carry,32,296,75875.7,42.0
870,870,carry,32,296,75788.7,42.0
871,871,carry,32,296,75712.9,42.0
872,872,carry,32,298,76238.9,42.0
873,873,carry,32,295,75569.0,42.0
874,874,carry,32,298,76381.9,42.0
875,875,carry,32,296,75689.3,42.0
876,876,carry,32,294,75370.6,42.0
877,877,carry,32,296,75778.8,42.0
878,878,carry,32,295,75431.4,42.0
879,879,carry,32,295,75529.8,42.0
880,880,carry,32,296,75877.9,42.0
881,881,carry,32,297,75925.9,42.0
882,882,carry,32,295,75569.0,42.0
883,883,carry,32,297,76056.8,42.0
884,884,carry,32,297,76108.3,42.0
885,885,carry,32,298,76192.8,42.0
886,886,carry,32,297,75918.0,42.0
887,887,carry,32,298,76170.7,42.0
888,888,carry,32,294,75187.6,42.0
889,889,carry,32,296,75661.2,42.0
890,890,carry,32,295,75494.8,42.0
891,891,carry,32,296,75793.7,42.0
892,892,carry,32,295,75584.4,42.0
893,893,carry,32,296,75707.2,42.0
894,894,carry,32,298,76327.9,42.0
895,895,carry,32,296,75706.1,42.0
896,896,carry,32,296,75883.0,42.0
897,897,carry,32,296,75687.2,42.0
898,898,carry,32,296,75780.5,42.0
899,899,carry,32,296,75759.4,42.0
900,900,carry,32,296,75893.4,42.0
901,901,carry,32,297,76110.7,42.0
902,902,carry,32,298,76256.8,42.0
903,903,carry,32,296,75851.4,42.0
904,904,carry,32,297,75936.2,42.0
905,905,carry,32,295,75408.8,42.0
906,906,carry,32,296,75730.9,42.0
907,907,carry,32,297,76042.5,42.0
908,908,carry,32,297,76020.0,42.0
909,909,carry,32,296,75821.7,42.0
910,910,carry,32,297,76026.2,42.0
911,911,carry,32,297,75906.3,42.0
912,912,carry,32,297,76121.3,42.0
913,913,carry,32,296,75845.3,42.0
914,914,carry,32,296,75649.8,42.0
915,915,carry,32,296,75859.3,42.0
916,916,carry,32,292,74869.5,42.0
917,917,carry,32,296,75873.6,42.0
918,918,carry,32,292,74652.0,42.0
919,919,carry,32,294,75235.3,42.0
920,920,carry,32,296,75894.5,42.0
921,921,carry,32,296,75902.3,42.0
922,922,carry,32,295,75405.3,42.0
923,923,carry,32,295,75541.8,42.0
924,924,carry,32,298,76172.9,42.0
925,925,carry,32,295,75610.9,42.0
926,926,carry,32,299,76437.2,42.0
927,927,carry,32,296,75757.0,42.0
928,928,carry,32,296,75881.2,42.0
929,929,carry,32,298,76247.5,42.0
930,930,carry,32,296,75797.3,42.0
931,931,carry,32,295,75453.8,42.0
932,932,carry,32,296,75724.3,42.0
933,933,carry,32,296,75746.8,42.0
934,934,carry,32,294,75344.0,42.0
935,935,carry,32,296,75680.1,42.0
936,936,carry,32,295,75532.7,42.0
937,937,carry,32,297,76037.7,42.0
938,938,carry,32,296,75768.1,42.0
939,939,carry,32,296,75671.9,42.0
940,940,carry,32,296,75725.4,42.0
941,941,carry,32,296,75825.2,42.0
942,942,carry,32,297,75944.5,42.0
943,943,carry,32,295,75454.6,42.0
944,944,carry,32,295,75441.9,42.0
945,945,carry,32,297,76092.3,42.0
946,946,carry,32,295,75632.6,42.0
947,947,carry,32,294,75328.2,42.0
948,948,carry,32,296,75892.1,42.0
949,949,carry,32,296,75898.0,42.0
950,950,carry,32,294,75293.7,42.0
951,951,carry,32,296,75827.1,42.0
952,952,carry,32,297,75980.5,42.0
953,953,carry,32,296,75871.0,42.0
954,954,carry,32,297,75949.1,42.0
955,955,carry,32,294,75332.0,42.0
956,956,carry,32,296,75857.9,42.0
957,957,carry,32,296,75665.9,42.0
958,958,carry,32,295,75611.3,42.0
959,959,carry,32,297,76021.4,42.0
960,960,carry,32,298,76205.8,42.0
961,961,carry,32,298,76301.3,42.0
962,962,carry,32,297,76156.0,42.0
963,963,carry,32,296,75724.3,42.0
964,964,carry,32,296,75864.5,42.0
965,965,carry,32,297,75989.9,42.0
966,966,carry,32,296,75794.3,42.0
967,967,carry,32,296,75797.2,42.0
968,968,carry,32,297,76007.2,42.0
969,969,carry,32,296,75739.6,42.0
970,970,carry,32,295,75536.6,42.0
971,971,carry,32,295,75632.0,42.0
972,972,carry,32,297,75949.7,42.0
973,973,carry,32,296,75758.5,42.0
974,974,carry,32,296,75860.7,42.0
975,975,carry,32,297,75960.6,42.0
976,976,carry,32,295,75644.0,42.0
977,977,carry,32,297,75986.7,42.0
978,978,carry,32,296,75872.4,42.0
979,979,carry,32,294,75383.4,42.0
980,980,carry,32,298,76194.6,42.0
981,981,carry,32,295,75605.8,42.0
982,982,carry,32,294,75256.0,42.0
983,983,carry,32,295,75440.9,42.0
984,984,carry,32,295,75448.2,42.0
985,985,carry,32,296,75773.4,42.0
986,986,carry,32,296,75674.6,42.0
987,987,carry,32,296,75655.5,42.0
988,988,carry,32,297,75945.4,42.0
989,989,carry,32,296,75860.6,42.0
990,990,carry,32,296,75853.3,42.0
991,991,carry,32,296,75881.8,42.0
992,992,carry,32,297,75944.3,42.0
993,993,carry,32,293,75118.8,42.0
994,994,carry,32,295,75647.1,42.0
995,995,carry,32,293,75096.9,42.0
996,996,carry,32,296,75768.5,42.0
997,997,carry,32,296,75756.2,42.0
998,998,carry,32,297,76074.4,42.0
999,999,carry,32,297,76117.5,42.0
